"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","CD109","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","COL12A1","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","COX7A2","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","KHDRBS2","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Transport of small molecules",0.83988342014343,0.83060226944905,0.831465655159532,0,0.840302856426061,0,0.828909915286089,0.83988692198261,0,0.829978285337827,0.831436297517372,0,0.840721739201814,0.831287618494004,0,0.831864399825507,0,0.820520236901181,0,0.831091883400171,0,0,0,0,0.831343516119541,0.83234334517429,0.82958403227393,0.839571812554537,0,0.839849277421122,0.830951062016742,0.84238946278893,0.840261978290273,0.831560453893247,0,0,0.829798711422349,0.840380392705659,0,0.840231187240796,0.840464661337453,0.830643471161909,0.831762295391937,0.832041654804782,0.830783327989364,0.832041654804782,0,0.832244229539054,0.831851185766754,0.832128721904023,0.829601075873717,0.832840556800742,0.83193382146364,0.830610163096475,0.840522973913959,0.830835255227713,0.829825239140469,0.831510524474944,0.839309025347768,0.839880937776828,0.831263249087723,0.831571063045596,0.841044801633914,0.841227679950728,0.830704164220219,0.832134442449095,0.831643296064573,0.830697208530388,0.831942556517045,0.831198967424794,0.841439822331674,0.832440996813213,0.829649170523232,0.831845722960669,0.831499038404099,0.830713998216549,0.840896707042377,0.83091729989252,0.839587059353734,0.840205275843235,0.829917081399738,0.832180987030015,0,0.841786044541618,0.820984289999463,0.84095319774357,0.831847212634882,0.831702041681232,0.840429067442021,0.832137890987004,0.841085493491343,0.830783984842221,0.839589105015589,0.831525567517147,0.828700839603172,0,0.839193103934297,0,0,0.83158821674792,0.831489276701897,0.840265331591079,0.829811783350453,0.82997452348712,0.840610225879176,0.831098854585324,0.830829055931092,0.840458091259514,0.85173866954435,0.841276818470984,0.83304347508957,0.840850272036172,0.831420919542855,0.831148864854289,0.841382757245338,0.841035363658322,0.829825464694134,0.840395714056813,0.840791660176523,0.831622185650996,0.831433714246403,0.832296123199498,0.831576101741795,0.830399231724376,0.822723981629056,0.831595476611563,0,0.829754027636197,0.831688616341312,0,0.831912907641262,0.83181556992942,0.839589105015589,0.830616368927543,0.831487920569009,0.852071124598891,0.831851185766754,0.839943228026639,0,0.832167454650016,0.829771756452873,0.829637835327182,0.840322029026353,0.840008620786347,0.840389353536874,0.841951929802829,0.841282951390196,0,0.841461804907246,0.83093584360281,0.831532689205211,0.831082659306264,0,0.840452877635429,0.842011169197808,0.831198967424794,0,0.831320464945663,0.821092681148696,0,0.829825464694134,0.829956436140512,0,0.829809097076452,0,0.841130877348417,0.839673178154975,0.840905314776346,0.819376561926809,0.829827965698558,0.861831645125688,0.830195492400578,0.830367321572623,0.83209705671633,0,0,0.830710557397896,0.831913230185358,0.820863300738411,0.839582991526947,0.841204335646487,0.841786858941025,0.831143871971199,0.832764366804621,0.831271014869166,0.830136881631396,0.831667473674144,0.841255683750702,0.839589105015589,0.840886045973614,0.840109790731802,0.830600382054732,0.831730231908329,0.832926724948896,0,0.839585021544729,0.831107396664408,0,0.831145897733664,0.841591248153415,0,0.829970280966744,0.84035038489169,0.839681910582545,0.839589105015589,0.831682077437223,0,0.838517130747037,0.840524396042151,0.841276818470984,0.822809783641026,0.840609409411957,0.832007919636286,0.839919915171287,0.831004625990406,0.839872396376603,0.830918423669196,0.831917573726014,0.84106696574553,0.82958403227393,0.82958403227393,0.82958403227393,0.82958403227393,0.82958403227393,0,0,0.83010931161984,0.838096897338016,0.830367321572623,0.832286838217196,0.851325532395347
"Collagen formation",0.835770523161898,0,0.883571605706019,0,0.835360579919713,0,0,0.839043220653852,0,0.838726362506542,0,0,0.798670193368265,0,0,0.84553667716865,0,0,0,0.880516716831724,0,0,0.841323022816855,0,0,0.84353122727146,0,0.794144717282068,0,0.838871687378791,0.838177675563177,0,0.879001822442965,0,0.88254485030233,0,0.835533471681909,0.835286284901336,0,0.834699094609879,0.838271396642135,0,0.840556037488432,0.87947379909112,0,0.87947379909112,0,0,0,0,0.834755687332592,0,0,0,0.837607976910614,0,0.836199674110784,0,0.879810143279478,0.796005415790384,0.881971159574396,0.838132748809272,0.875723242169758,0.876567181148883,0.878151471185254,0.846599415768709,0.838130350714799,0.837264358496401,0,0.917232014234844,0.877147032255099,0.83866680664974,0,0,0,0.83875889434227,0.880302256225542,0.83804480649179,0.791637978706863,0.87877867293277,0,0.842892275299125,0,0.841551359352419,0,0.916509992093222,0.83941076026191,0.844897725196315,0.797518398988001,0,0,0,0.79164602930194,0,0,0,0.836707810781208,0.797886661161425,0,0,0,0.879072404202332,0.835406768888502,0,0.881285825413365,0.88022397762548,0,0.879830999780537,0,0.877369760662389,0,0.840236250573177,0,0.839437662054662,0.879534520247979,0.838703761764113,0.835638757781658,0.837697754523762,0.837569506574695,0.842922285431223,0,0,0.881521006415266,0,0,0,0,0,0.796288378681322,0,0.876505539099638,0,0.79164602930194,0.836548374016768,0.84188813256599,0,0,0,0,0,0.837854270655431,0.794044479874221,0.839933403404768,0.79586375319796,0.835321549783205,0.877620267916719,0,0,0.879823228056202,0.835757150904896,0,0.838659432372427,0,0.877684471638518,0.880833428065262,0.771330040800275,0.883118518885721,0,0.883935130164148,0,0.835638757781658,0,0,0.836136147863378,0.797587557957757,0.916608057621835,0.794543636292975,0.879052128066435,0,0.835648600353565,0,0,0,0.840897497754546,0,0,0.882244487660439,0,0.842391878249217,0.832895958380105,0.837495090761679,0.881926106564355,0.881285825413365,0.84425877322398,0,0,0,0,0.79164602930194,0.880887694533979,0.83876163783748,0.838307662319118,0.83888342447051,0.844897725196314,0,0.791629959016269,0,0,0,0,0,0,0.797208747932634,0.794578002304261,0.79164602930194,0,0,0.837606053702162,0.839417022459275,0.879095223626043,0.83859537364702,0,0.842398697996437,0,0.874899496853779,0,0.874047629326551,0.838627372593858,0.881571747900543,0,0,0,0,0,0,0,0,0.878035591493759,0,0.841644372910284,0.836682613579931
"Extracellular matrix organization",0.82439087415729,0.805474394594303,0.827173806941924,0,0.806039567948639,0,0.803947981791656,0.805116429303904,0,0.805234186203142,0.788642691299999,0,0.787753958496263,0,0,0.808292034259036,0,0.805021445626685,0.825854380951325,0.822730468240156,0,0,0.806522910970911,0.808819472349464,0.803647123956518,0.808068807563512,0.804909621886681,0.825519935520931,0,0.842653592923683,0.804961872396496,0,0.826449371957508,0,0.824594671907519,0,0.806976579161108,0.823335487942679,0,0.823044064890927,0.806742727382119,0.827354224446293,0.826215924099747,0.827112371890566,0,0.827112371890566,0,0,0,0,0.8238872102536,0.809075028830014,0,0.80548981219864,0.826289360318306,0.824540074300704,0.824603862146033,0.827035868494685,0.825306989871986,0.786431427069423,0.826150578400884,0.827131970856597,0.801854829198109,0.825878047230666,0.824483789470706,0.808819472349464,0.784715205099337,0.802809240679015,0.784703713575317,0.844185306914866,0.802959766195579,0.806700273637069,0.826647000779764,0.827879787075785,0.785878324608412,0.823468450017243,0.825551225954624,0.804895929360941,0.804113632840837,0.826338622661745,0.804975614825155,0.807751695144574,0,0.806834354758816,0,0.846511329930672,0.805793059575642,0.807974921840098,0.787182321944754,0.803784367588288,0.805529732063784,0.788067086612348,0.804117628358167,0.803309693831606,0.803539622261269,0,0.800465482027515,0.786436613262964,0.787502160035379,0,0,0.824940849327112,0.806913696454671,0,0.825810446461403,0.825512376217411,0,0.825317340971579,0,0.844470354163997,0,0.805983544962276,0.784411523602796,0.805587204786792,0.803767768073226,0.862930873272292,0.807028832743877,0.803582390193391,0.8246094631818,0.808573552142054,0,0,0.825472302939523,0,0,0,0,0.802773860417737,0.806662486845742,0.806668336823508,0.802227213351295,0.806073965263832,0.804117628358167,0.802453896959785,0.806803375430327,0.808125373182602,0,0.825708655968456,0,0,0.804801366259833,0.784529735352358,0.825896881581459,0.786361119801738,0.823352989934186,0.803694072927589,0,0,0.844565207443498,0.805503252814433,0,0.802692146927925,0,0.841697567699292,0.825368706899942,0.771785333191996,0.824879384123811,0,0.827354224446293,0,0.807028832743877,0.804803659864363,0.786799536980031,0.824572334014259,0.786288168083148,0.845318203638844,0.803814900424092,0.826743543739587,0,0.807033717620865,0.806278448151884,0.784206355063767,0,0.805989605485682,0,0,0.826832269521951,0,0.806476513391055,0.80410568769957,0.807488775939466,0.824287588852849,0.804319829929258,0.827112371890567,0,0,0.827503001563474,0.802347759559305,0.804117628358167,0.82615889191462,0.823133925517201,0.801750179362858,0.844050804140668,0.807802251402536,0.805568562418391,0.804109652661428,0.804281863118913,0,0.788837268846699,0.805229956488134,0,0.785806173393732,0.787028641856977,0.803073929272403,0.804117628358167,0,0,0.804678175970297,0.825650629951295,0.822395018799227,0.825313152199677,0.805915149653115,0.825732922802989,0.825663122090336,0.82461009875778,0.804635890337559,0.823987964383462,0.803814494519587,0.826498388194694,0.804909621886681,0.804909621886681,0.804909621886681,0.804909621886681,0.804909621886681,0,0,0.805224840831105,0.82442627827915,0.8065808969941,0.826631822884058,0.826233761307966
"Amino acid transport across the plasma membrane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373899725787251,0,0,0.377348415972632,0,0,0.378810180460554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375795709773031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380626518891588,0,0,0,0,0,0,0,0,0.391215124329426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanol oxidation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401825945245747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417171904333573,0,0,0,0,0,0,0.535361328365882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551976546745246,0,0,0.534967065316375,0,0.678599145150593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418365729880432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542562653264636,0,0,0,0.390650167450304,0,0,0,0,0,0,0.535361328365882,0,0,0,0,0,0,0,0.391846671961088,0.411341330878101,0,0,0.40312718634143,0,0,0,0,0.532578187754059,0,0,0.386950802979419,0,0,0,0,0,0,0,0.390364154491654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545505165233579,0,0,0.539872614503028,0,0,0.39292006895116,0.399851230021396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684293668562558,0,0,0,0,0,0,0.543329648385124,0.402804297039385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Activation of Matrix Metalloproteinases",0.829243760203319,0,0,0,0,0,0,0.759689740647368,0,0,0,0,0,0,0,0.769931929296397,0,0.761408910530951,0,0.821525794592316,0,0,0,0,0.687942514575134,0.771303159448524,0,0,0,0.832541666340463,0,0,0.754324859377104,0,0.835201893283417,0,0.764654155924122,0.755167346287324,0,0.754105789291319,0.758294391999336,0,0.76565981466171,0.838323368787084,0,0.838323368787084,0,0,0,0,0.827409080560162,0.773665985947764,0,0,0.835325412080943,0,0.830019604420704,0,0,0,0.834498641156055,0,0.830883749252929,0.833210099783281,0.753412106153793,0.771853210373808,0,0,0,0.831516188982037,0.831614219415329,0.764933161353135,0,0,0,0.757678656581543,0.832636634741448,0,0.753446565722608,0.753921436624466,0.759230647799395,0.770148024654557,0,0.768158989746273,0,0.903374176903422,0,0.768776794502429,0,0,0,0,0.753461120059847,0,0,0,0.767279123111204,0,0,0,0,0.751404919164391,0.764425095194216,0,0.83441478871909,0,0,0,0,0.831109624768482,0,0,0,0,0.832403811474933,0.76518202361828,0.764844498301024,0.754101747727395,0.829206107011894,0.765205478809156,0,0,0.83285092779874,0,0,0,0,0,0,0,0,0,0.753461120059847,0,0,0,0,0.833210099783281,0,0,0,0,0.833895742923413,0,0.755231100205952,0.832080980607698,0,0,0.832425753810805,0.761269595517795,0,0.763550562392699,0,0.829059185255983,0.836334333878799,0.831516188982037,0.836239004943718,0,0,0,0.764844498301024,0,0,0.829904757950412,0,0.899359242934889,0,0.835824716033089,0,0.76486229227892,0,0,0,0.761544949071403,0,0,0,0,0.766284376240461,0.753417624222457,0,0.834738426365755,0.83441478871909,0.839810320636991,0,0,0,0,0.753461120059847,0,0.755518112987549,0.771408874781621,0.837631240872635,0.764929021896692,0,0.753432067256301,0,0,0,0,0,0.6867035273442,0,0,0.753461120059847,0,0,0,0.763600636588867,0.831109624768482,0,0,0.834785447619074,0.833044235049581,0.830932658702655,0,0.830319352231366,0.761852414424847,0.758970921119594,0,0,0,0,0,0,0,0,0.675869760192828,0.762433986268572,0.836572889006179,0.835122883427005
"Collagen biosynthesis and modifying enzymes",0.809946429339084,0,0.868536530998531,0,0,0,0,0,0,0.812052078306324,0,0,0,0,0,0.816885414994128,0,0,0,0.812579780942845,0,0,0.815322680180489,0,0,0.819946208039553,0,0,0,0.812235121039197,0.811360984235156,0,0.862780698537383,0,0.866662308518182,0,0.805218559824284,0.807719157200635,0,0.806979566557952,0,0,0,0.863817449644795,0,0.863817449644795,0,0,0,0,0.808668201319762,0,0,0,0.810643425040606,0,0.810486962843659,0,0.863798812316967,0,0.812528084926064,0,0.857967444654573,0.860255016423626,0.861709645690724,0.818223978549513,0,0.810210623327939,0,0.910933218305806,0.864162763009254,0.811977065222748,0,0,0,0.80662557325578,0.859188686387125,0.811193630102554,0,0.862499632429752,0,0.819141421402688,0,0.815610279562738,0,0.863136400813322,0,0.816080628357262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862869599204734,0,0,0.865657495462234,0.864320053921906,0,0.863825081949225,0,0.860725048710139,0,0.813953845249386,0,0.812947989729909,0.812139077050059,0.81202361172937,0,0.806541616448789,0.806295689562873,0.813592479648573,0,0,0,0,0,0,0,0,0,0,0.860177375693729,0,0,0.809308811037876,0.816034459459933,0,0,0,0,0,0.810953642276259,0,0.813572396619912,0,0.807763574788978,0.857025078203194,0,0,0.86427172756501,0.808312232555007,0,0,0,0.809808863727443,0.863817449644795,0.727163602440265,0.86738486800605,0,0.868994405203077,0,0,0,0,0.810406948887656,0,0.910147318948928,0,0.812154800438068,0,0,0,0,0,0.811042175188715,0,0,0.866864970513753,0,0.818957153246173,0.80470844133258,0,0.865882974994651,0.865657495462234,0.819373598674457,0,0,0,0,0,0.865156033027925,0.81209650905571,0.810994566616662,0.812249904395348,0.819141421402688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810641002679415,0,0.86335477564634,0,0,0.816677537896907,0,0.864385863626474,0,0.863958570764227,0,0.86601762675038,0,0,0,0,0,0,0,0,0.861563690390111,0,0.811982895572672,0
"GPCR ligand binding",0.801721593565295,0.779943543703005,0.735154150276665,0,0.781724770445561,0,0.778520321451241,0.780892896529384,0,0.75821525552596,0,0,0.78271522753779,0,0,0.760294295482189,0,0.757280389033964,0,0.781688669433903,0,0,0,0,0.757472083731061,0.78548091366828,0.802271033821679,0.780205040950213,0,0.759794875811018,0.732741913832241,0,0.801970712359556,0,0,0,0.801574680836296,0.802229200392668,0,0.802221700185048,0.781607923979247,0,0.783330906626301,0,0.738593821524,0,0,0,0,0,0.801155121020554,0.785259120409429,0.735730215671096,0.779960774826348,0.782127916908134,0,0.803616980493112,0.757436876928567,0.779886851626459,0.781237131353551,0.758141778554081,0.781278783892874,0.803922573399731,0.803186185558447,0.780565714409756,0.760883774274951,0.782954022454507,0.779884672991465,0.782191874460984,0.757042177990244,0.782457294250728,0.757348380522248,0,0.756318242081597,0,0.781367006565306,0.783482136238961,0.732668214147491,0.780414606515763,0.801846936010539,0.777914912108003,0.785126500421914,0,0.783774896093408,0,0.780738279799787,0.758754252506451,0.759939882235823,0.782076351373179,0,0,0,0.780419072011856,0.756929219310016,0.77933713720699,0,0.781840263396954,0,0,0,0.757462875914396,0.781077644079275,0.801514967036774,0,0.783115546956279,0.754940414374034,0,0.780501230040154,0,0.781444714780955,0.760242675206091,0.781687605107759,0.756361524280725,0.736924481863324,0.78168838339556,0.781870913721841,0.801648506074855,0.780707870238617,0.757633123386398,0.758844147265965,0,0,0.756762164759559,0,0,0,0,0.777208092276642,0.758118545181843,0,0.782101471463425,0,0.780419072011856,0.779487531430345,0,0.760168617033022,0,0.759999961544463,0,0,0,0.757112608383839,0.781523365998447,0.781158554087272,0.802248761082371,0.781615567110749,0,0,0.757323207030892,0.781101302574747,0,0.782172823206645,0,0.781016613513924,0.783047736460134,0.757042177990244,0,0.75886182422702,0,0,0.801648506074855,0.802120970315002,0.759959991068003,0.801924397912122,0,0.781126138418445,0.780426312951575,0.781807758465764,0.757586295511733,0.80165396554288,0.780609785402782,0,0,0.757721040045448,0,0,0.734418025755247,0.739101390857207,0.75870885932979,0.78040572681525,0.755722700715601,0.782558087316544,0.781417741163619,0.784315228370301,0,0.756613987704088,0.782491025127573,0.781797881636413,0.780419072011856,0.781196906322267,0.780448755782024,0.783392921436724,0.782835380895795,0.784669641616667,0,0.780410158161737,0.781741397216204,0,0,0.756932622574955,0,0.757091943258266,0.78190459443287,0.780445375056634,0.780419072011856,0,0,0.779819876789396,0.782887254895467,0.782101471463425,0,0.783306380036614,0.759084550080595,0.759949071675129,0,0.781611769786832,0,0.782214367112424,0.781576336365257,0.802290091907952,0.802290091907952,0.802290091907952,0.802290091907952,0.802290091907952,0,0,0.761668149653426,0.77890254500178,0.757958647239743,0.758135316016157,0.781899871711802
"Peptide hormone biosynthesis",0.478265234847972,0,0,0,0,0,0.4823415711792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590883142368138,0,0,0.603443257445925,0,0,0.474775179016877,0,0,0,0.477567306254376,0.476147219835028,0,0.474418410150695,0,0,0,0,0,0,0,0,0,0,0.470090537360623,0,0,0,0.60985796229834,0,0.474341933138971,0,0,0,0,0,0.600743239333343,0.47953784753773,0,0,0,0,0,0,0,0,0,0,0,0.476518907099479,0.478603925080736,0,0,0.474118180698119,0.35049746936775,0,0,0,0,0.598175652799694,0,0,0,0,0,0,0,0,0.485105869812749,0,0.608780063762484,0,0,0,0,0,0.472007456144063,0,0,0,0,0,0,0,0,0,0,0,0.603218752471196,0,0.472690479434775,0,0,0,0,0,0,0,0,0,0,0.480563138951106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476251046942148,0.34032172108669,0,0,0,0,0,0,0,0.597771826663578,0.357479239327352,0,0,0,0,0,0.472690479434775,0.842290679638071,0,0.474154898725556,0,0,0,0,0,0.472719458002506,0,0,0,0,0,0,0,0,0,0,0,0.354880207552107,0,0,0,0,0,0,0,0,0.598270340088354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488301241529619,0,0.604099362045342,0,0.590883142368138,0.590883142368138,0.590883142368138,0.590883142368138,0.590883142368138,0,0,0,0,0,0,0.259146045330749
"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",0.482793339348625,0.490368196329673,0,0,0.49380636156801,0,0,0.497079911799627,0,0,0,0,0.509311581982523,0,0,0,0,0,0,0.504518578788918,0,0,0,0,0.495516302928378,0.511900391569323,0,0.49246295552819,0,0.655140223517717,0,0,0.489806428528806,0,0,0,0.481433109118136,0.491541426370946,0,0.48935528071689,0.496694983676738,0,0.508281892547718,0,0,0,0,0,0,0,0.47901504299377,0,0,0.490483853373666,0.655427664273827,0,0.484391094787518,0.519624399945975,0.490327236580357,0.499390450782528,0.495516302928378,0,0.651725947836487,0.652420607740764,0.484151898120158,0,0.50578525120678,0.643262239069416,0,0,0.654579429155722,0.498782166448113,0.658648829049079,0,0.496200528596756,0.625260100782935,0.65533579922196,0,0.483130213277912,0.488975629145686,0,0.509521533986371,0,0,0,0.651545619471507,0,0,0.505023380499266,0,0,0,0.483160186139683,0,0,0,0.496333564865158,0,0,0,0,0.626174401027472,0.480961386807338,0,0.656618830360099,0.489011436822728,0,0.488026029036601,0,0.493110886763986,0,0,0,0,0.654856328431251,0.503730510054655,0.48182509575815,0.485572129850212,0.64282571050884,0,0,0,0.496696885505759,0,0,0,0,0.64580903982034,0.662441301605928,0,0.497978364600887,0,0.483160186139683,0.640596584712911,0,0,0,0.490483853373666,0,0,0.656594087896954,0,0.491895850823332,0.498863032217754,0.491672719700142,0.78394440392095,0,0,0.502926479143343,0,0.515857032892787,0.661967800825272,0,0.647968483406896,0.664668068753644,0,0,0,0,0,0.48182509575815,0,0,0.484154582652174,0,0.498077756978888,0.493948155598256,0,0,0.481861740260133,0,0.654810967478826,0,0,0,0,0,0,0,0.48307061182927,0.494029268643791,0.661381494140084,0.658997687943052,0.509521533986371,0,0,0,0,0.483160186139683,0,0.493356437183499,0.654901515964648,0.499588647948841,0,0,0.483100355475432,0,0,0,0,0,0,0.503870530530846,0.494076102376864,0.483160186139683,0,0,0.489877694694868,0.508908747213356,0.652191110591332,0,0,0.499173427995218,0.490142275419676,0,0,0,0.496533920242777,0,0,0,0,0,0,0,0,0,0.483720470884998,0,0,0.656359749647996
