"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","CD109","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","COL12A1","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","COX7A2","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","KHDRBS2","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"G0 and Early G1",0.746258064762697,0.751269133762085,0,0,0.750082421477559,0,0,0.753668205586687,0,0,0.652122126964656,0,0.754848565283578,0.657080656899682,0,0.756748607141534,0,0,0.753142271202515,0.755268250088545,0,0,0,0,0.752992430415625,0.850915143106958,0,0.837041664129648,0,0.748669151372351,0,0,0.747593273271083,0.755268250088545,0,0,0,0.747192600983982,0,0.747312525129582,0.751880003704725,0.756473978889084,0,0,0.757207688308462,0,0.653718223979425,0.662083423342488,0,0,0.74390684050393,0,0.760586965175307,0.751341106847835,0.754051974441358,0.751303262285289,0.747252343928405,0.763188207308797,0.74946603288874,0.74867467044818,0.754472787468615,0.756505126071053,0.834606363037998,0.751341106847835,0.831869714139896,0.759210815022876,0.754576140075248,0.745001104074326,0,0.750238964576052,0.752684535950392,0.756505126071053,0.65635187947864,0,0.752312067833758,0.83521202449227,0.836852764418653,0,0.743506986450288,0.747076268917719,0.752399904134427,0.849434786053969,0,0,0.761372879273416,0.74824756640771,0.757542659290855,0.755268250088545,0.752180028353975,0.752783619338279,0.651881710894596,0.758823841818656,0.743525638486306,0.751475392077013,0,0,0.75320375577837,0,0,0,0,0.834003379495339,0.745415300004948,0,0.748276829358874,0.750424825754869,0,0.835760933056771,0,0.749717934299611,0.763835087154758,0.658280865474446,0.752139020365698,0.753429849293452,0.750307812213962,0.754777836909814,0,0.832753520750906,0.832456389254092,0.758611406053573,0.668697050719363,0,0.753429849293452,0.758611406053573,0,0.752571617388369,0,0.746585971735679,0.755761631242393,0,0.837444870097772,0,0.743525638486306,0.743342274115037,0,0,0,0.749525778812453,0,0.757447074614644,0.753297479856825,0.752992430415625,0.752219789287,0.753297479856825,0.747274304490438,0.744392416124427,0,0,0.751404612703396,0.646164443542896,0.765650415190139,0.757282300940402,0,0.746021523688425,0,0.750238964576052,0,0.757542659290855,0,0,0,0.7481379826975,0.753730444325222,0.747105163025192,0,0.748387265172559,0.837965900374213,0,0,0,0.754051974441358,0.748480239065457,0.842751704816224,0.753920272998576,0,0,0,0.762522631845618,0,0.743469896619649,0.753547409796996,0,0.752884969756385,0.760639169854038,0.650791279413372,0.654823730260349,0,0,0.743525638486306,0.751962559495786,0.748322077618847,0.752884969756385,0.755526640414764,0.762119526907026,0,0.743488406015375,0,0,0.761707850255809,0.750318585532547,0,0.751404612703396,0.751462612736487,0.750318585532547,0.743525638486306,0.753980990109668,0,0.74918628411119,0.753049220140959,0.7511982913526,0.756096602224785,0.762766406752986,0.756748607141535,0.749313215716218,0.654591374406085,0.758237186662188,0.653805394652764,0.755106048147778,0,0,0,0,0,0,0,0,0,0.745354659318226,0.753116504692442,0.755650672077648,0.753792424886747
"G1/S-Specific Transcription",0.644691403387332,0.64973971063999,0.669564573979573,0,0.751938973889618,0,0.659812361298609,0.752769410397544,0,0,0.674948479550241,0,0.760437712132905,0.667679123697035,0,0.763474514742567,0,0,0,0,0,0,0,0,0.757114161687188,0.764727165957419,0,0.849708216308091,0,0.755664195574106,0,0,0.752751504307958,0.848862367565624,0,0,0,0.747737042166906,0,0.746366499611222,0.757070090290508,0.762774826199805,0,0,0.76341769297522,0,0.658235661291987,0.66660621362827,0,0,0,0,0.765841754928517,0.649812218572096,0.754551027157559,0.664975830274518,0,0.76995368529269,0.754638180775886,0.754217937853506,0.759682141547718,0.761729582863693,0.753523711425997,0.756527188783583,0.837654220219115,0.765955019781802,0.761277620069717,0.745095437748912,0,0,0.757880601175769,0.761729582863693,0.660832077518724,0,0.755582920155807,0.841021367946393,0.84267430053844,0,0.748634851474726,0.75223065799212,0.757593854204005,0.76323580807589,0,0,0,0.753410659627392,0.762774826199805,0.761983156861038,0.757749344773097,0.757980420872075,0.660878911161921,0.76406552945052,0.748653642117745,0.65082854622149,0.657891874531863,0,0.758403679429855,0,0,0,0,0.839803741267407,0,0,0.753440140037384,0.755604098623049,0,0.841574355559926,0,0,0.665719220120437,0.662775398194231,0.747878347818974,0.758631453090945,0.755486215531179,0.759989457872162,0,0.83854459457334,0.838245255033106,0.763851515032893,0.673268988189373,0,0.758631453090945,0.763851515032893,0,0,0,0.749116144831281,0.760980562976657,0,0.843270806272965,0,0.748653642117745,0.749960273010786,0,0,0,0.756527188783583,0,0.761134580711157,0.75587752750799,0,0.75741240088722,0.757421478011632,0.747819352828415,0.749526860953385,0,0,0,0.754938246088008,0.772434190331924,0.762512533074515,0,0.748600094880112,0,0,0,0.661935719842439,0,0,0,0,0.760425639785886,0,0,0,0.843795708429318,0,0,0,0.759258201374918,0.755457777757351,0.848617077138742,0.759125521232445,0,0,0,0.767791805923954,0,0.748597486022158,0.758749887210041,0,0.758082524445354,0.76846232741116,0.65528696601704,0.665405425385666,0,0,0.748653642117745,0.757153259570119,0.753485724546202,0.758082524445354,0.758821380866859,0.670999500623228,0,0.748616132964895,0,0,0.766970969529632,0,0,0.756591166563826,0.757026597897056,0.755497068908445,0.748653642117745,0,0,0.754356353129369,0.758624995697624,0.756383311997917,0,0.770605372231814,0.761974873290575,0.756313046088581,0.659356505170631,0.763474514742567,0.658564684644987,0.755612933895943,0,0,0,0,0,0,0,0,0,0.750496254768292,0.760238224982164,0.760868779252229,0.758996723055796
"Blood group systems biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581219397994522,0,0,0,0.592508455936661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584716599009658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577584048908288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586532385969478,0,0.737179075258905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Extracellular matrix organization",0.769224569336757,0.755001243514976,0.755886810508809,0,0.754621026774069,0,0.738208427012472,0.739097793184964,0,0.739187424085504,0.726558774391571,0,0.740298023362239,0,0,0.740376498037794,0,0.739025496168135,0.755306656724186,0.754256686278525,0,0,0.740168339532791,0.740777958600458,0.73797942846654,0.741345001831457,0.754571365633394,0.754627962952487,0,0.754216194452187,0.738980151884233,0,0.756918167597733,0,0.770044103945395,0,0.740513649987619,0.755525644264812,0,0.755303827023219,0.753662785417315,0.756024135654894,0.755157716058172,0.753334904213335,0,0.753334904213335,0,0,0,0,0.754778785081775,0.741086204025259,0,0.755012978655506,0.755213612183532,0.75440228607588,0.75532426611015,0.755781818382443,0.75446587894378,0.73960251652159,0.75510797804814,0.755854966888373,0.756886633191778,0.759229011641729,0.755980520429641,0.740777958600458,0.756638360708267,0.737861818386408,0.755450398274776,0.76883514790582,0.755531389666719,0.740303339482631,0.755485830939616,0.756424168706697,0.75456793386699,0.753219007403415,0.754540977924267,0.738929959210177,0.75342449245079,0.75683387054866,0.73785219871979,0.741103631076396,0,0.754593771300722,0,0.77067953668325,0.754896925945355,0.740135127282733,0.739862921052086,0.738083891732719,0.754995516111047,0.726120651726617,0.753427533646836,0.737722592848739,0.737897603335127,0,0.754960306608962,0.724879613659533,0.726132007581526,0,0,0.754821294610022,0.740465786689222,0,0.757831455667327,0.754622209173421,0,0.756481624313026,0,0.768590916581887,0,0.739757800011209,0.725178602133128,0.739456124890006,0.756879956714451,0.771350238720375,0.740553422907172,0.755231119550333,0.753934955101537,0.741729189181933,0,0,0.75459170731741,0,0,0,0,0.737314742168765,0.739136164748822,0.740279030712798,0.757971243016814,0.74034677006614,0.753427533646836,0.737591347800286,0.740381815619801,0.741388056866121,0,0.754771607900445,0,0,0.739996395557341,0.723428189705107,0.75491487620411,0.739237861390338,0.755538965940826,0.774731640746834,0,0,0.773646509747141,0.753768200481006,0,0.756638306689361,0,0.753812814436493,0.754877096897001,0.701516460652703,0.770260813221089,0,0.756024135654894,0,0.740553422907172,0.754490712427126,0.725821354491429,0.755300268409279,0.724766624312545,0.816103433449385,0.738107131862061,0.755559314807535,0,0.740557141041109,0.742259092650004,0.724334994977015,0,0.738623999749143,0,0,0.755626848615117,0,0.755665801812215,0.753418444990545,0.740903509594965,0.754543624644721,0.759072677225342,0.755840049095986,0,0,0.756137377656674,0.755282225331909,0.753427533646836,0.755114305895828,0.755971887793122,0.755325362923195,0.755279684578348,0.74000369883212,0.739441935213829,0.753421462929233,0.738462561455806,0,0.741161675343578,0.739184204629425,0,0.72491095374875,0.739745947144382,0.738752155613582,0.753427533646836,0,0,0.73876421577921,0.754727441280854,0.77021782602945,0.77198702495821,0.756445587740792,0.754790078650325,0.754736949697592,0.754311321865798,0.74214726970978,0.76923320178417,0.753275983233796,0.755372714171784,0.754571365633394,0.754571365633394,0.754571365633394,0.754571365633394,0.754571365633394,0,0,0.724876520619397,0.755940283483042,0.739074062469253,0.755474278253793,0.755171292885059
"DNA methylation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390721073146769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274589973342784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336633556127067,0,0,0,0.0333469902516978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215209633927687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301891381609235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263294827201895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265591863555334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399571519980154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446852434804554,0,0
"Lewis blood group biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451557547644666,0,0,0,0.464577101219728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455590833345979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447364937204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457684961635996,0,0.631564991883893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Transcription of E2F targets under negative control by DREAM complex",0.644697351031296,0.652345451918168,0,0,0.650534242518167,0,0,0.656007014620986,0,0,0.50107957904214,0,0.662452509058529,0.508591100598636,0,0.662980382622885,0,0,0.655204311798393,0.65844906875658,0,0,0,0,0.654975618588374,0.804429315169064,0,0.649362557468126,0,0.648377251196283,0,0,0.646735201513577,0.65844906875658,0,0,0,0.646123678887429,0,0.646306712081429,0.653277786905102,0.523202486962602,0,0,0.667766206454848,0,0.503487793981296,0.516226529780056,0,0,0.641108815263597,0,0,0.652455300220201,0.656592738529023,0.652397540282672,0.646214861041631,0,0.644421630561005,0.653029655257908,0.65723500078631,0.498722493723569,0.779538180098995,0.650195918022265,0.641468913355799,0.666738306188347,0,0.642778925610161,0,0.650773165073528,0.65450569731351,0.660336840068433,0.507478810338641,0,0.65393722105954,0.648829467932985,0.782966730852088,0,0.640498541459216,0.645946128073566,0.509203572561369,0.802169932971128,0,0,0.667766206454848,0.647733810776215,0.661920366206169,0.660721000424949,0.658379677560811,0.652397540282672,0.500656254050497,0.504520795854121,0.640527008968491,0.652660251894283,0,0,0.655298152102562,0,0,0,0,0.64698478391964,0.643411088580719,0,0.650921161229247,0,0,0.647407852702434,0,0.649977947103106,0.67152413002031,0.510422908595336,0.654954516582569,0,0.650878243187722,0.652528725683707,0,0.776710295521697,0.776256801134656,0.653735696941122,0.526320521583541,0,0.655643225382022,0.649482204077718,0,0.654333356331086,0,0.64519781622369,0.509288156018756,0,0.783870427043489,0,0.640527008968491,0.640247150676637,0,0,0,0.649684671446367,0,0.661774480917623,0.655441197669815,0.654975618588374,0.653796381722587,0.655441197669815,0.646248378160232,0.641849920870848,0,0,0.65255222548511,0.492389143426849,0,0.65118336142996,0,0.644336332254636,0,0.650773165073528,0,0.661920366206169,0,0,0,0.647566559582638,0.517384126715883,0.645990227456156,0,0.647947024812478,0.78466564501391,0,0,0,0,0.652116568167186,0.791969937810879,0.656391730336666,0,0,0,0,0,0.640441933424756,0.653563268889764,0,0.654811607683046,0.670536835228682,0.499020570054789,0.505146485760168,0,0,0.640527008968491,0.653403786969939,0.647847532870253,0.654811607683046,0.658843434765779,0.668905770972819,0,0.640470183230512,0,0,0.508837085488067,0.650894685872394,0,0.650921161229247,0.657284728155598,0.650894685872394,0.640527008968491,0.656484399304356,0,0.646907138385585,0.659706274037072,0.649977947103106,0.659713334067752,0,0.660708450954516,0.6493602488521,0.504791854639486,0,0.503592259812679,0.658201509441953,0,0,0,0,0,0,0,0,0,0.641059154057131,0.656446393614633,0.659032737022646,0.65393722105954
"Activation of Matrix Metalloproteinases",0.864078044538972,0,0,0,0,0,0,0.810424902865285,0,0,0,0,0,0,0,0.818325605112881,0,0.81175105002276,0,0.862327125175945,0,0,0,0,0.756686194826686,0.819383355708591,0,0,0,0.866622010025544,0,0,0.806286497397224,0,0.868674077382191,0,0.814254393639092,0.806936381758198,0,0.806117509344138,0.809348547549302,0,0.815030146802858,0.81741756123726,0,0.81741756123726,0,0,0,0,0.862662794529719,0.817790261480069,0,0,0.868769358310388,0,0.864676521521004,0,0,0,0.86813159707318,0,0.865343112544872,0.8671376316163,0.805582410439834,0.819807658436318,0,0,0,0.86583096901388,0.8659065885217,0.814469615101578,0,0,0,0.808873576586945,0.866695267518139,0,0.805608992140498,0.80597530189422,0.810070764114272,0.818492298496533,0,0.816957980675515,0,0.921261364423742,0,0.817434547900823,0,0,0,0,0.805620219182772,0,0,0,0.816279262040323,0,0,0,0,0.804034090319795,0.814077698922209,0,0.868066914302741,0,0,0,0,0.865517350225368,0,0,0,0,0.86651567042536,0.814661584486731,0.814401221479951,0.806114391729899,0.864048999315893,0.814679677541412,0,0,0.866860570628383,0,0,0,0,0,0,0,0,0,0.805620219182772,0,0,0,0,0.8671376316163,0,0,0,0,0.867666528562443,0,0.806985560771147,0.866266642542181,0,0,0.866532596481723,0.811643584082103,0,0.813403094742642,0,0.863935665624539,0.869547628559952,0.86583096901388,0.869474092955652,0,0,0,0.814401221479951,0,0,0.864587930322671,0,0.918164292214266,0,0.869154515427887,0,0.814414947542414,0,0,0,0.811855988531426,0,0,0,0,0.81551192616058,0.805586667012234,0,0.868316564525953,0.868066914302741,0.872228963315063,0,0,0,0,0.805620219182772,0,0.807206959009976,0.819464903256526,0.870548047157211,0.814466421974214,0,0.805597808196396,0,0,0,0,0,0.755730454844187,0,0,0.805620219182772,0,0,0,0.813441721380734,0.865517350225368,0,0,0.868352836160317,0.86700968553766,0.865380840711438,0,0.864907743409463,0.812093163640404,0.809870414049144,0,0,0,0,0,0,0,0,0.747373415990887,0.812541781228923,0.869731647141883,0.868613130120672
"Collagen formation",0.810819254869516,0,0.848450791687546,0,0.780324290607437,0,0,0.81339569518442,0,0.81314624771583,0,0,0.781611915782552,0,0,0.818507687108187,0,0,0,0.846045821820141,0,0,0.815190475856085,0,0,0.816928891030229,0,0.778049221992098,0,0.813260655130673,0.812714292374823,0,0.844853216947365,0,0.847642475605137,0,0.81063263542447,0.812810490535085,0,0.812348223324886,0.812788074558105,0,0.784414429206355,0.812897763060542,0,0.812897763060542,0,0,0,0,0.810020322505598,0,0,0,0.814638249106172,0,0.811157105162312,0,0.845489569801758,0.779514062131615,0.84719083596433,0.782506688370855,0.842272145396358,0.8424310599537,0.844183775525547,0.819344331063252,0.812677035754692,0.811995280942535,0,0.874950043073607,0.842887549369654,0.815471815799461,0,0,0,0.813171858495099,0.845876987104104,0.812609690824278,0.776075784990982,0.844677541867182,0,0.816425874291023,0,0.817742688036177,0,0.876299953576995,0.813685041775681,0.818004670368982,0.780705162413782,0,0,0,0.776082122844623,0,0,0,0.781384901896312,0.78099507784666,0,0,0,0.844908782636152,0.810532888293625,0,0.848569629183733,0.84581536205581,0,0.845505989140939,0,0.844220613222362,0,0.814334911347415,0,0.813706220287769,0.845272584794188,0.813128455217716,0.810715522202932,0.812336473185312,0.812235509626324,0.816449499852011,0,0,0.846836451622387,0,0,0,0,0,0.779736825464194,0,0.811026245614084,0,0.776082122844623,0.811431620145071,0.815635360097173,0,0,0,0,0,0.814832144550226,0.77797030981055,0.81409649406141,0.779402537856874,0.812838252912625,0.843765584256776,0,0,0.845360008040152,0.813181181122123,0,0.813093556779303,0,0.843816128817531,0.877519565247744,0.734639946553049,0.84809409781259,0,0.848736977340721,0,0.810715522202932,0,0,0.811107093945182,0.780759608007439,0.905683243090541,0.778363272106602,0.84489282019108,0,0.810723270795379,0,0,0,0.814855480052706,0,0,0.847406014269629,0,0.816031935304602,0.81092869925122,0.782004690277546,0.847015505066404,0.848569629183733,0.817501653629776,0,0,0,0,0.776082122844623,0.846337875060737,0.813174018319429,0.812816624814417,0.815642348788756,0.818004670368982,0,0.776069471466982,0,0,0,0,0,0,0.780461388748614,0.778390326845745,0.776082122844623,0,0,0.812264281455323,0.783517736417725,0.844786884502794,0.782870891076904,0,0.816037304169803,0,0.841623649577077,0,0.843325468067392,0.813068317628358,0.846876397999534,0,0,0,0,0,0,0,0,0.844092548912155,0,0.815443459621907,0.811537300619125
"ADP signalling through P2Y purinoceptor 1",0.789237885201119,0.529566652327726,0,0,0.657459574671172,0,0.663943928748346,0.533016914978514,0,0,0,0,0,0.543963854114476,0,0.548837252926628,0,0,0,0.668216661810664,0,0,0,0,0.534174036990556,0.548837252926628,0.792652916129773,0,0,0.528438189401006,0,0,0.661251254940553,0,0,0,0.788448025712217,0.663800637334182,0,0.660847492611737,0.661214803663999,0,0.683139030573537,0.539094293524097,0,0.539094293524097,0,0,0,0,0.785856435275167,0,0.540954271530995,0.529670161546198,0.533568838156565,0,0.79066782332749,0.679937991049883,0,0,0.672141752703774,0.527569548269278,0.792260506000912,0.665050120912234,0.519433805792847,0.552378315684464,0.667552411919951,0.520070443684974,0,0,0.66120184628081,0.667866495702655,0,0.673218230738133,0,0.793131547490069,0.659382842347946,0,0.520532397459741,0.6605077170471,0.662293625540026,0.546708254287496,0,0.546708254287496,0,0.656321876122174,0.54071801978413,0.546708254287496,0,0.529731767720734,0,0,0.520559222176941,0,0.661202324091601,0,0.663449697348894,0,0,0,0.523362800452167,0.660636689909689,0.788025849889278,0,0.531890492124334,0.510339100252409,0,0.65691488058182,0,0.529464769209,0,0.519083579209386,0.52906382300365,0,0.659284850837588,0,0.788798840754331,0.513190503547679,0.522290507495523,0.540126056010208,0,0,0.518358550583327,0,0,0.522619100399282,0,0.656061226406944,0.536625384492095,0,0.659920304604438,0,0.520559222176941,0.517684771445464,0,0,0,0.529670161546198,0,0,0,0,0.530933852433093,0,0.662921523641158,0.656647892194025,0,0,0.531890492124334,0.658502593129196,0,0.669315320836198,0,0.522019719861018,0,0,0,0.535496534995569,0,0,0.788798840754331,0.791941518569025,0,0.79045615281056,0,0.527551046600722,0.530214097046666,0.51980535340463,0.524104195299751,0.788831636368248,0.66466957627982,0,0,0.533379429667655,0,0,0,0,0.530855746294626,0.520479056139959,0.663612809803233,0,0.662346027519773,0.682829608501116,0,0,0,0,0.520559222176941,0.512550616072292,0.656429035585352,0.662991230247589,0.537818650719757,0.684958607140248,0,0.520505675716791,0.667303215048153,0,0,0,0,0.531890492124334,0,0,0.520559222176941,0,0,0,0.541376097767294,0.659064380377076,0,0.68086831141344,0.537447042632523,0.529364460606211,0,0.806465846638213,0,0.535084770736468,0,0.792652916129773,0.792652916129773,0.792652916129773,0.792652916129773,0.792652916129773,0,0,0,0.521060658441496,0.537096876524513,0.535868030155667,0.664296301030151
