"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","CD109","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","COL12A1","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","COX7A2","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","KHDRBS2","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"ADP signalling through P2Y purinoceptor 1",0.897016619277522,0.810545651906605,0,0,0.859013224945853,0,0.856846854729077,0.811651820489961,0,0,0,0,0,0.815161454793699,0,0.816723886760708,0,0,0,0.867350143527417,0,0,0,0,0.812022798628839,0.816723886760708,0.898111492423949,0,0,0.810183861989905,0,0,0.857865523773638,0,0,0,0.896763387033974,0.858363346871599,0,0.857736075888511,0.859159491730333,0,0.863000884361719,0.813600253376585,0,0.813600253376585,0,0,0,0,0.895932512340496,0,0.863856679861118,0.810578837393378,0.811828769360751,0,0.8974750633995,0.861974617751454,0,0,0.861037543217169,0.81634394810625,0.897985684101432,0.859593581981707,0.856957128868009,0.817859166236755,0.861085197232897,0.807501127844297,0,0,0.86021301281824,0.858104446040271,0,0.859820234593742,0,0.898264943632554,0.858572157298481,0,0.807649232149484,0.857627142426617,0.856317760643548,0.816041320925299,0,0.816041320925299,0,0.854403192895439,0.862453005534665,0.816041320925299,0,0.860258698374499,0,0,0.807657832265599,0,0.855967884851644,0,0.858889983713485,0,0,0,0.814995247226238,0.857940923333595,0.8966280357059,0,0.811290684629019,0.810819794671421,0,0.858751299460431,0,0.810512987754186,0,0.813623311063954,0.810384442729978,0,0.855353134936147,0,0.896875859798349,0.8566820702597,0.808212889553138,0.813931040729067,0,0,0.860556663306898,0,0,0.857978347592203,0,0.854319627510589,0.862468820637636,0,0.859527732342516,0,0.807657832265599,0.806736271383028,0,0,0,0.810578837393378,0,0,0,0,0.810983981957615,0,0.858401018879192,0.85638966649453,0,0,0.811290684629019,0.855102339855108,0,0.861157643992726,0,0.857140818497452,0,0,0,0.8124467970002,0,0,0.896875859798349,0.897883415401524,0,0.897407200949725,0,0.809899440311341,0.810753225381449,0.813854714878638,0.815232941503823,0.896886374208833,0.857079500351498,0,0,0.811768044209926,0,0,0,0,0.864563316328729,0.807632130700085,0.856740696615476,0,0.856334560936617,0.862901682355915,0,0,0,0,0.807657832265599,0.811528815858835,0.857518996428048,0.859622863381938,0.81319127697781,0.863584248191324,0,0.807640665047343,0.857923855915204,0,0,0,0,0.811290684629019,0,0,0.807657832265599,0,0,0,0.86334655391374,0.859527732342516,0,0.86227288233673,0.862086882464853,0.810480828398138,0,0.902539975504512,0,0.812314783662877,0,0.898111492423949,0.898111492423949,0.898111492423949,0.898111492423949,0.898111492423949,0,0,0,0.853903787292164,0.812959873163126,0.812565899896575,0.859548525328261
"Signal amplification",0.908239494601309,0.837797982000293,0,0,0.87728093519012,0,0.875347644089354,0.877670346954363,0,0,0,0,0,0.841558135808222,0,0.842830933770805,0,0,0,0.885703716981628,0,0,0,0,0.839001304370928,0.842830933770805,0.909131406914603,0,0,0.837503258467633,0,0,0.876345987784733,0.807968511488939,0,0,0.908033204989695,0.876751527506264,0,0.876240536150403,0.876998681560756,0,0.88124614886371,0.844644312912797,0,0.844644312912797,0,0,0,0,0.9073563527239,0,0.881226540296891,0.837825015766143,0.838843243052215,0,0.908612955178623,0.879446827272844,0,0,0.878929997821809,0.842514473498908,0.909028920163208,0.876796266848442,0.875605985525743,0.843755762137471,0.877991767094526,0.835317833036779,0.879831299099896,0,0.878258313784358,0.876380563307887,0,0.877938346365332,0,0.909256412284304,0.876921629943692,0,0.835438482679049,0.876151796102015,0.874693086295735,0.842274897781411,0,0.842274897781411,0,0.876035710432314,0.880083070462325,0.842274897781411,0,0.878295530433885,0,0,0.835445488558665,0,0.874631612228261,0,0.876504688750738,0,0,0,0.841420602412493,0.876407410239163,0.907922944256272,0,0.842762877779353,0.841282788635907,0,0.87706756383621,0,0.842129345556066,0,0.84030298731691,0.837666656786848,0,0.874212850922039,0.839707278423124,0.908124828246493,0.875381915586292,0.835897652748603,0.840555808316424,0,0,0.878538260464303,0,0,0.87643789701946,0,0.873288898670291,0.880095953859018,0,0.876742624009349,0,0.835445488558665,0.834694760950361,0,0,0,0.837825015766143,0,0,0,0,0.838155057129096,0,0.876782216109367,0.875143715828209,0,0,0.842762877779353,0.874095025863825,0,0.878036628555316,0,0.87575562390427,0,0,0,0.839346704538488,0,0,0.908124828246493,0.908945609404322,0,0.908557672651362,0,0.841629533755174,0.837967076784225,0.840491494919215,0.841614234390471,0.908133393560391,0.875537163300732,0,0,0.838793774755432,0,0,0,0,0.880844742484522,0.835424551390895,0.875269617342875,0,0.87487528149147,0.879928465777911,0,0,0,0.878373961832415,0.835445488558665,0.877431096669136,0.909014757182911,0.877060800638637,0.839953177408152,0.880484501767305,0,0.83543150369348,0.876393506673559,0,0,0,0,0.838404905150337,0,0,0.835445488558665,0,0,0.807278495396503,0.880810978352312,0.877700066377932,0,0.879767828154813,0.878512019067175,0.837745175074139,0,0.912738965106763,0,0.839239163019672,0.878026381302324,0.909131406914603,0.909131406914603,0.909131406914603,0.909131406914603,0.909131406914603,0,0,0,0.873118653584982,0.839764669805848,0.839443728874296,0.878118411267373
"Regulation of FZD by ubiquitination",0.829758425318491,0.832751115372987,0.770117537844904,0,0.832042391934559,0,0,0.904394564740505,0,0.770841066859353,0.840169699126892,0,0.892261295969783,0.838729729755881,0,0.840753468303375,0,0,0,0.782064631314644,0,0,0,0,0.834664388286761,0,0.830762701378524,0.902678691689151,0,0.832282507320938,0.830008068723664,0,0.884087399275973,0.770220455647311,0,0,0.829430426491305,0.901411323507226,0,0.883919732023538,0.835139675159653,0.83738185729432,0.838464418392449,0,0.839669325547049,0,0,0,0.842223937985492,0,0.828354236819797,0,0,0.832794098843768,0.834413072058302,0.833655590230967,0.829938367278405,0.840753468303375,0.828630335594794,0.888574147843574,0.834664388286761,0.833855988524099,0.833037344175003,0.832794098843768,0.829379235408101,0.842223937985492,0.835610204867642,0.829891841178198,0.835233355940698,0,0.833596416056848,0.837901871750485,0.835610204867642,0,0,0.83137531627464,0.832355192237294,0.829824223005484,0.89921021592698,0.883778636058657,0.833426429412295,0,0,0.839455518180564,0,0.830946587322878,0.83738185729432,0.839869375541906,0.890667603300563,0,0.834753875586324,0.838146999863581,0.899221355219354,0,0.775657311656083,0,0.833906502390817,0,0,0.779640019131931,0,0.830653494271756,0.829255112809902,0.774997988435617,0.835739856859061,0,0.773983704379441,0.831703133193947,0,0,0,0.83587813320299,0,0,0.834200737412289,0.888378134875533,0.829576106734424,0.900117744305792,0.829729607111162,0.837136037086661,0.842098844590532,0,0.83404152903165,0.837136037086661,0,0,0,0.830838349336118,0.83543410627389,0,0.832708807160043,0,0.882542235891257,0.828901161560362,0,0,0.842223937985492,0.832794098843768,0,0,0.83484656866163,0.768987206115896,0.833318861962589,0.888378134875533,0.884780998811816,0.830667968845798,0,0,0,0.831852156770074,0.842223937985492,0.836342274387713,0,0.829617159229252,0.782682199421282,0,0,0.774997988435617,0,0,0.829576106734424,0.830467284828028,0,0.829850468503651,0,0,0.903230660264609,0.835764001416715,0,0.829589725514792,0,0.834183879198507,0.83587813320299,0.834334417863354,0,0,0,0.777972107199122,0,0.882508945962505,0.836135476580418,0.781460757311128,0.835739856859061,0.839869375541906,0,0.771704675123455,0.836145823090665,0.834250530925418,0.882542235891257,0.832751382881414,0.884522652816384,0.833716118311567,0.836177858778057,0,0,0.882520000067828,0.834275857402212,0,0,0,0,0.833716118311567,0.781811821001153,0.886599091837261,0.899221355219354,0,0,0.831507204455774,0.891186698451054,0.832708807160043,0,0,0.836023543968274,0.832667152784128,0.833841501687906,0.836498689956781,0.833372102086527,0.835042581629671,0.833697880671581,0.830762701378524,0.830762701378524,0.830762701378524,0.830762701378524,0.830762701378524,0,0,0.771554547467346,0.843960464263112,0.83587813320299,0.835367839697074,0.887789631152799
"ADP signalling through P2Y purinoceptor 12",0.908604490743303,0,0,0,0.867090961013151,0,0.864498536200267,0.868151399648955,0,0,0,0,0,0,0,0,0,0,0,0.868741768999776,0,0,0,0,0,0,0.909800490461598,0,0,0,0,0,0.865837253875356,0,0,0,0.908327869024216,0.866381057773429,0,0.865695849700222,0.866712476204526,0,0.87240806939467,0,0,0,0,0,0,0,0.907420251641709,0,0,0,0,0,0.909105278476137,0.870099918561559,0,0,0.867595508861127,0,0.913179695517869,0.866979311827241,0.86356108472045,0,0.868816047057553,0,0.87051084262279,0,0.86840156577323,0.865988246613937,0,0.867972509085352,0,0.90996811499679,0.863243092927926,0,0,0.86557685473705,0.863620814337806,0,0,0,0,0.865421190972584,0.871594062745233,0,0,0,0,0,0,0,0.863538381383035,0,0.866607305223509,0,0,0,0.81901018641309,0.864635746116194,0.908180016142103,0,0,0.814449073469903,0,0.862467210610248,0,0,0,0.817511533104288,0,0,0.863092811424015,0,0.908450730193063,0.865290102340613,0,0,0,0,0.86877695710415,0,0,0,0,0.861737884839655,0.819785449870004,0,0.866369118730046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866422209308303,0.864225080907357,0,0,0,0.862818851972866,0,0.869010574096755,0,0.865045612113938,0,0,0,0,0,0,0.908450730193063,0.909551347393783,0,0.909031147997114,0,0,0,0.817764310239318,0.819269835021662,0.908462215753758,0.864752669841032,0,0,0,0,0,0,0,0.871869808055213,0,0.864498536200267,0,0.86406025651209,0.872408069394669,0,0,0,0.868556642713907,0,0.867292318348311,0.909644070324592,0.867218646592022,0,0.873153679559217,0,0,0.866049384102852,0,0,0,0,0,0,0,0,0,0,0,0.871824532424403,0.86765299023405,0,0.870425731977595,0.868741768999776,0,0,0.914638004774662,0,0,0.868090558537382,0.909800490461598,0.909800490461598,0.909800490461598,0.909800490461598,0.909800490461598,0,0,0,0.861509596620021,0,0,0.868213965077053
"G beta:gamma signalling through CDC42",0.899820895288151,0,0,0,0.85052409933939,0,0.847713952708968,0.852668759640819,0,0,0,0,0.857221345776052,0,0,0,0,0,0,0.852069942548352,0,0,0,0.804491644983253,0,0,0.901241129955036,0.850950344183729,0,0,0,0,0.849035337835535,0,0,0,0.899492410465745,0.849681098144853,0,0.848867422150861,0.903183381399719,0.855871476174507,0.857723501582537,0,0,0,0,0,0,0,0.898414626206111,0,0.856806875203068,0,0,0,0.900415574440697,0.85397295297082,0.850155436838675,0.853528734409692,0.853149980698447,0,0.901077935395371,0.851276920051253,0.899441143532813,0,0.905681345407587,0,0,0,0.850555844745728,0.849345260210445,0,0.851570926619964,0,0.90144018198846,0.85083736311772,0,0.84747672918782,0.848726117124365,0.847027628667899,0,0,0,0,0.849426671076164,0.854346894864061,0,0.855625291735529,0.852139687908552,0,0.856637752454014,0.847487884985262,0,0.84657378090445,0,0.852390971844457,0,0,0,0.793418576960538,0.849133143749643,0.899316837022404,0,0.85220030567349,0.850728891607479,0.800347666134858,0.850184337919767,0,0.849666920680561,0,0.791638944950391,0,0,0.850658905716451,0.853332431009621,0.899638306562994,0.848385602249652,0.848207887667255,0,0,0,0.852526198553999,0.855625291735529,0,0,0,0.849318272713392,0.853920839175209,0,0.902775648704693,0,0.847487884985262,0.847378214610306,0,0,0,0,0,0,0,0,0,0.853332431009621,0.849729965076451,0.898705049367386,0,0,0.85220030567349,0.845451023428991,0,0.853944950199966,0,0.848095273171538,0.854310802169373,0,0,0,0,0,0.899638306562994,0.900945275686416,0,0.900327545426501,0,0.850395627737491,0.851503130609943,0.853780290976023,0.79372690642706,0.899651945522283,0.852898292095225,0,0,0,0,0,0,0,0.857723501582537,0.847454545730887,0.852596511583812,0.853087550250839,0.85220030567349,0.858362680173005,0,0,0,0,0.847487884985262,0.851648611369725,0.849471236290263,0.85220030567349,0,0.859248082892985,0,0.847465616215056,0.84928723982044,0,0.858362680173005,0,0,0.85220030567349,0.855196204889353,0.851550751966767,0.847487884985262,0,0,0.849988118874368,0.856145156028286,0.902775648704693,0.855006588303733,0.854752423363779,0.854511150238269,0,0.850801293519686,0.906985617536325,0.850331198409837,0,0,0.901241129955036,0.901241129955036,0.901241129955036,0.901241129955036,0.901241129955036,0,0,0,0.847696421066203,0,0,0.852743055302075
"Ion channel transport",0.91847782648072,0.907867500293852,0.896209891525955,0,0.918957331223168,0,0.908066267844771,0.919406923302023,0,0.894869333588039,0.909264017286081,0,0.920361296665182,0.9091226736093,0,0.909547545069404,0,0,0,0.896773617518579,0,0,0,0,0.90869405163373,0,0.907536931813769,0.919046686309164,0,0.907769118915715,0.907291614522207,0,0.918645237331659,0.894742250096081,0,0,0.90717034208858,0.918780610154905,0,0.918610036623325,0.908049360815643,0.90883969607671,0.90922794215593,0.897591574457586,0.909319935966235,0.897591574457586,0,0,0.909695292098896,0.897207179246478,0.90694440268665,0.898549512216944,0,0.907876524409153,0.908216417877298,0.908057389226893,0.907363867939898,0.90946065826201,0.907413815151144,0.919587202595599,0.908182293366232,0.908523998453088,0.907502720810148,0.908117557747465,0.907159594835536,0.909856261134358,0.908467748547099,0.907267213263948,0.908475518240263,0,0.908044965973015,0.908763260075943,0.908467748547099,0.909386576033941,0.896613968572628,0.907578659735644,0.919023001722704,0.907253017244503,0.918253865053581,0.918580414393375,0.908009278322572,0,0,0.909361935232156,0,0.907729684067631,0.90883969607671,0.909361935232156,0.920026710692025,0,0.908287967481736,0.909000333052762,0.918256203679498,0,0.907827249939929,0,0.908349328314357,0,0,0.896719829510282,0,0.90742711764604,0.907133536059517,0.895745263718553,0.91930871978099,0,0.895529111005131,0.907647482881463,0.902454270369963,0.896752055630261,0,0.908523998453088,0.908782540183953,0,0.918985591120208,0.919546050878627,0.907200926759549,0.918509031158323,0.907818993715035,0.908788087636143,0.909743111738136,0.898391404976273,0.908138414704201,0.908788087636143,0,0,0,0.907465926829766,0.908571500026291,0,0.90796388649141,0,0.918256203679498,0.907059226171818,0,0,0.909695292098896,0.907876524409153,0,0,0.908307427822745,0.894480126927981,0.907899808390756,0.919546050878627,0.918790854287903,0.907430156493827,0,0,0.89640107731639,0.907678769464632,0.909856261134358,0.908621442039905,0,0.907209545478325,0,0,0,0.895745263718553,0,0,0.907200926759549,0.907474910926089,0,0.907345414132801,0,0.896029379207824,0.919162568716443,0.908586923993972,0,0.907203785938718,0.889278072711619,0.908168300246141,0.908523998453088,0.908199904912868,0,0,0,0.896369661659254,0,0.918249214663721,0.908578026112268,0,0.908070096725109,0.909361935232156,0.897216714134929,0.895050642831065,0.908741167333916,0.908269180173626,0.918256203679498,0.907954443262993,0.918736616135239,0.908070096725109,0.908586923993972,0,0,0.91825153540514,0.908453848086346,0,0.896375547171697,0.896861731876307,0,0.908070096725109,0.919936759827987,0.919172551735571,0.918256203679498,0.896823221057618,0,0.907767317883496,0.920135691525935,0.907858617944781,0,0.909001109344308,0.908659795095471,0.907849872864772,0.908096420193742,0.908654280526522,0.907997872634693,0.908261692732323,0.908153154652165,0.907536931813769,0.907536931813769,0.907536931813769,0.907536931813769,0.907536931813769,0,0,0.895019124453094,0.906880124670221,0.908523998453088,0.908416865470317,0.890703429346959
"Protein folding",0.816022139924048,0.774042875818904,0,0,0.799700080790323,0,0.796566915200223,0.797258353635961,0,0.755748950024542,0.799496597100931,0,0.798680487038305,0.775709190405519,0,0.795891326539379,0,0,0.774791756509108,0.798348067092176,0,0,0.774612459632824,0,0.799825168972302,0.778248400260687,0.816552414456331,0.799474335776539,0,0.79635328222176,0,0.778661766372253,0.797060282174211,0,0.774981846113798,0,0.815899493195572,0.797301390389617,0,0.796997587315939,0.79768698331787,0.775370571413731,0.799547466139618,0.775522295942677,0.80145798579031,0.775522295942677,0,0.778143309594125,0.800264726906999,0,0.815497079737075,0,0.79905047305084,0.774058948382684,0.774750054227313,0.773445571760596,0.816244175913471,0.798903844803333,0.796217767481928,0.797579443332594,0.798189096702293,0.798293694475053,0.820446631011867,0.799475073253718,0.800091155561179,0.796441170870784,0.798619650803613,0.797396559582584,0,0.776012220229678,0.798197230010796,0.79717599822187,0.775000215199414,0.798006997662907,0.775740212899313,0.937781576589109,0.798961704479736,0,0.81564645252854,0.796944828107492,0.799362266079494,0.777917816502829,0,0,0,0.796047851570827,0.799612698436704,0.795560742781521,0.798084566638973,0.755950301789617,0.797471489130404,0,0.815650617780528,0.755324143493409,0.796141208037555,0,0.798331845998027,0.777753446714772,0,0.757473482696525,0.776295861594959,0.817452437397262,0.815833939151779,0,0.796456204497624,0.8157052884567,0,0.816617367942775,0,0.774027055750431,0.758368038919045,0.77563139849332,0.797046348905549,0.798550770399158,0.797806339123309,0.798010151575539,0.815953966577002,0.819606725020792,0.798310518184267,0.794538681141144,0.777207635068987,0,0.798363668563733,0.798857994822572,0,0,0,0.79534291565687,0.774282112124464,0,0.801137403467046,0,0.815650617780528,0.772491540946198,0.798571514678176,0,0.800264726906999,0.774144680818031,0,0,0.774826416701451,0.774354443745308,0.774779090821778,0.799654639847552,0.797319635887985,0.799719743589994,0,0.798850172274103,0.774403713857267,0.795670587843859,0.802651868223823,0.800905413250588,0,0.798492913480725,0.757020218841383,0.776012220229678,0.775278653267189,0.799612698436704,0,0.776499665556577,0.815953966577002,0.816441951032522,0,0.816211308426556,0.777598695394896,0.775598710701018,0.817561929744968,0.797161992774497,0.776410982896714,0.815959058969778,0.796679591311623,0.799645494952784,0.800609601435832,0.799275643775064,0,0,0,0.799133482673269,0.80030419113852,0.815638169867565,0.79651550016258,0.774661717780359,0.817604201604209,0.81971095165795,0.799424616567259,0.756071874131272,0,0,0.815650617780528,0.774616981920142,0.79699463442618,0.80073131504708,0.774993634654757,0.820041535415808,0,0.815642303266047,0.79708853389377,0,0,0.756619413930335,0,0.797552793982277,0.797924358025588,0.798989412443127,0.815650617780528,0,0,0.798405970458841,0.799714882575594,0.79786533148453,0.794711526469829,0.79919487649527,0.799104792091077,0.774097212602851,0,0.818697239911161,0,0.774985443146645,0.773742407081604,0.816552414456331,0.816552414456331,0.816552414456331,0.816552414456331,0.816552414456331,0,0,0,0.797556035710239,0.774881559981997,0.7938775091882,0.799886019082849
"Post-chaperonin tubulin folding pathway",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828241611279246,0,0,0,0,0,0,0,0,0,0,0,0,0.824650354794813,0,0,0,0,0,0,0.770637259657892,0,0,0,0,0.83528951473365,0,0,0,0,0,0.827284998874286,0,0.83088871171111,0.832351528510603,0.891005501639472,0.828634621267112,0.824518995706196,0,0,0.751591850113151,0,0,0,0,0.75848367586556,0,0.760190527395875,0.891441438716616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829975300494419,0,0,0,0,0.890571492043354,0,0,0.826429045590017,0.763929743714511,0,0.891836526753902,0,0,0,0,0,0.830138035873122,0.827890886562944,0.831108277213988,0,0.825155133383519,0.823020533572896,0,0,0,0,0.833867566113377,0,0,0,0.752732590655706,0,0,0.828531826926934,0,0,0.750397873711266,0,0,0,0,0,0,0,0,0,0,0,0.823633160628374,0,0.834145132993378,0,0,0,0.831352237032985,0,0.760103829203993,0,0,0,0,0,0,0,0,0,0,0,0,0.828906849002737,0,0,0,0.830585823026627,0.756764654741386,0,0,0,0,0,0.836682749955454,0,0,0,0,0.894262595368328,0.837161811351868,0,0,0,0,0,0,0,0,0,0.838227328271027,0,0,0,0,0,0,0,0.831029021240126,0,0,0,0,0,0,0,0,0.831202268723458,0,0,0,0,0.833598214140356,0,0,0,0,0,0,0,0,0,0,0,0.825458164315084,0,0,0.83039900698705
"G beta:gamma signalling through BTK",0.892410283479034,0,0,0,0.837163882777722,0,0.83401458100697,0.776930139688692,0.782594935815486,0,0,0.783311256538751,0,0,0.783311256538751,0,0.782594935815486,0,0,0.839923546544485,0.783311256538751,0.782594935815486,0,0,0,0,0.894001925531759,0,0,0,0,0,0.835495443419592,0,0,0,0.892042153993666,0.836219140205944,0,0.835307262077965,0.83737651413676,0,0.774942780352354,0,0,0,0,0,0,0,0.890834292510351,0,0,0,0,0,0.893076734150279,0.841468927009942,0,0,0,0,0.893819035105271,0.838007561031113,0.833182627521297,0,0.840175956126044,0,0,0,0.838908041759312,0.835997094635119,0,0.838337051100217,0.774533027274438,0.894225001051928,0.832043121824272,0,0.771111485771348,0.83514890302106,0.833245424873106,0,0,0,0,0.830462174091381,0.843156631751527,0,0,0,0,0,0.7711239879562,0,0.832736802458317,0,0.838263805642476,0,0,0,0.773173945091216,0.830133221103957,0.891845390682448,0,0,0.767103994524709,0,0.83131128335364,0,0,0,0.771179530216148,0,0,0.831843126491737,0,0.892205658215274,0.834767291582606,0,0,0,0,0.839407614308856,0,0,0,0,0.830340693186389,0.779550119681238,0,0.837911833909449,0,0.7711239879562,0,0,0,0,0,0,0,0,0,0,0,0.836273904862188,0.833349956047912,0,0,0,0.831478539965068,0,0.840997594355636,0,0.834441922838532,0,0,0,0,0,0,0.892205658215274,0.8936703647648,0,0.892978080959985,0,0,0,0.771515927216855,0.773519486681246,0.892220943253491,0.834352783251893,0,0,0,0,0,0,0,0.845232177146148,0.771086625004495,0.83401458100697,0,0.833570557210685,0.845948497869413,0,0,0,0,0.7711239879562,0.76813471478837,0.830512117858072,0.838050128070158,0,0.846940759384765,0,0.771099031579661,0.835777747324494,0,0,0,0,0,0,0,0.7711239879562,0,0,0,0.84247108036966,0.837911833909449,0,0.841902521037075,0.8416321287831,0,0,0.900439712341869,0,0,0,0.894001925531759,0.894001925531759,0.894001925531759,0.894001925531759,0.894001925531759,0,0,0,0.829736176780974,0,0,0.83865838187011
"Activation of Matrix Metalloproteinases",0.87456677101074,0,0,0,0,0,0,0.843364008710227,0,0,0,0,0,0,0,0.847958776631519,0,0.877693950747553,0,0.87599259731278,0,0,0,0,0.812111484049819,0.848573926823692,0,0,0,0.87604625101698,0,0,0.874515960953585,0,0.877239660535171,0,0.873856308644855,0.874893910624485,0,0.874417683501649,0.842738038673285,0,0.879600957014065,0.847430690552576,0,0.847430690552576,0,0,0,0,0.873743711852283,0.847647439781474,0,0,0.877295072540162,0,0.87491482397521,0,0,0,0.876924173247628,0,0.875302489648097,0.876346118227576,0.840547787043053,0.848820686225726,0,0,0,0.875586209649654,0.875630187270615,0.845716269743712,0,0,0,0.875514504816367,0.876088854973746,0,0.840563246016403,0.874334980697699,0.84315805418595,0.848055719585184,0,0.847163414814779,0,0.907822559623656,0,0.847440569393011,0,0,0,0,0.840569775265586,0,0,0,0.846768696153722,0,0,0,0,0.875091411897715,0.87375354927087,0,0.876886556044831,0,0,0,0,0.875403820096953,0,0,0,0,0.875984407680987,0.877549164743496,0.873941698504134,0.840857168473933,0.874549879340217,0.845838434600677,0,0,0.876184989393755,0,0,0,0,0,0,0,0,0,0.840569775265586,0,0,0,0,0.876346118227576,0,0,0,0,0.876653705913538,0,0.874922511392368,0.904104785968119,0,0,0.875994251274426,0.875794002859013,0,0.845096019368609,0,0.874483968489115,0.877747686885663,0.875586209649654,0.877704921189006,0,0,0,0.873941698504134,0,0,0.874863302479595,0,0.906021412384832,0,0.877519066245112,0,0.873949681094733,0,0,0,0.844196277324501,0,0,0,0,0.846322440849498,0.840550262514435,0,0.877031743751089,0.876886556044831,0.87930705598134,0,0,0,0,0.840569775265586,0,0.874771082978171,0.876886556044831,0.878329494823046,0.845714412734205,0,0.840556741831587,0,0,0,0,0,0.811555659608514,0,0,0.840569775265586,0,0,0,0.878677185183888,0.875403820096953,0,0,0.877052838045852,0.876271709330826,0.875324431010275,0,0.875049294416256,0.844334209947237,0.876600239635248,0,0,0,0,0,0,0,0,0.806695502519081,0.844595110009035,0.877854705559533,0.877204215771736
