"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","CD109","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","COL12A1","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","COX7A2","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","KHDRBS2","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Ethanol oxidation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639926969020277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651759315459327,0,0,0,0,0,0,0.642853658657987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646378478415117,0,0,0.746549861454002,0,0.744009551375122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652679802564591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639119991124397,0,0,0,0.636654183828673,0,0,0,0,0,0,0.644105330477903,0,0,0,0,0,0,0,0.632232551353823,0.647263710807403,0,0,0.640930277797313,0,0,0,0,0.641959418077172,0,0,0.628457641126332,0,0,0,0,0,0,0,0.636433656431627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641388785197045,0,0,0.637045863962994,0,0,0.633060183239225,0.638404384832526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748400256017957,0,0,0,0,0,0,0.639711374949332,0.640681317268917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Post-translational modification: synthesis of GPI-anchored proteins",0.812466510416822,0,0,0,0.813778849989605,0,0,0,0.877293598772936,0,0,0.877372213922196,0,0,0.774057458769039,0,0.877293598772936,0,0,0.818146918766008,0.775646042097142,0.877293598772936,0,0,0,0,0,0,0,0.814337455669663,0.841949464699892,0,0.843079817483991,0,0,0,0.812352988115455,0.843450314576718,0,0.842983477910163,0,0.816298848706395,0.81389541366516,0.846475826121406,0,0.878396315986123,0,0,0,0,0.811659680701572,0,0,0,0,0,0.812807700319553,0,0,0,0,0,0.813187721829858,0.8443658979105,0.811700639033181,0,0,0.81199517610417,0,0.782423819727088,0.810657767983961,0,0,0,0.810415008117609,0,0.844113707486884,0.841843829175469,0,0.842902405876548,0.814026107721325,0,0,0.817843092888557,0,0.838730982800211,0,0,0,0,0,0,0,0,0,0,0.845005071524259,0,0,0,0,0.81298080620358,0.808163307684788,0,0.844895679136705,0.844051473282322,0,0,0,0.81458240239734,0,0.814811891738907,0,0,0.809842188045833,0,0.808347746908553,0,0,0,0,0,0,0,0,0,0,0.842367438003816,0.816350623301627,0,0.814161764111972,0,0,0.811425943586808,0,0,0,0.81463140996645,0,0,0,0.841523034298281,0.810498288760876,0,0.843478351382056,0.871210487095436,0,0,0.815161191192654,0.84382466939609,0,0.812235504945394,0,0,0.816534355357087,0.782423819727088,0,0,0,0,0.808347746908553,0,0,0.812757194747494,0,0.781788403476648,0,0,0,0.808355572094913,0.845296140323748,0,0,0,0,0,0,0,0,0,0.815519926420186,0.815832529504755,0.844895679136705,0.814262134577059,0,0,0.846732308554746,0,0,0.844579151266116,0,0.810726547450664,0,0,0,0,0.845657848903962,0,0,0.814919934608649,0,0,0,0,0,0,0,0.841697555850578,0.812989857175035,0.81458240239734,0,0,0.816141313615556,0.814558468297118,0.874563497240761,0,0.874293785911355,0.81506967552942,0.813796942454385,0,0,0,0,0,0.879768118943249,0.879768118943249,0,0.840382722214814,0,0,0.811037943423082
"O2/CO2 exchange in erythrocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141886372633641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836630219954681,0,0.0836630219954681,0,0,0,0,0,0,0,0,0.0806288360232416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134428482455545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132936349566977,0,0,0,0,0.0787145733430799,0,0,-0.0205536104543524,0.186462824646797,0,-0.0116806106714097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148331281763243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134428482455545,0,0,0,-0.0135157203727567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptide hormone metabolism",0.76699386538992,0.735348179541351,0.737477478457407,0,0.734882937640527,0,0.733461148973544,0.697175504679219,0,0,0.697393584284167,0,0.700159630841126,0.701895317552215,0,0.669600345416094,0,0.737466256471855,0.697562736649511,0.736916003946303,0,0,0.698576190599943,0.702466463324,0.735604817071151,0.700385571708575,0.768126903469775,0.699709796752554,0,0.736291999191725,0,0,0.732578600919636,0.696370244763833,0.737705597901712,0,0.731336510590121,0.733001883461935,0,0.732468535657223,0.69537190972288,0,0.738273512771102,0,0,0,0,0,0,0,0.766274188653767,0.704189092515015,0.738001835872865,0.735376396064984,0.734839010735667,0,0.767383665289217,0.698840165755873,0.69575971315722,0.697739200374401,0.697880030680591,0.697765518424432,0.770599854788415,0.735376396064984,0.697682171459068,0.670565636068154,0.699136171788748,0.733471207383765,0.699471016903577,0.66452368919389,0.735903077651958,0.698300756195969,0.737225030452429,0.69966937180971,0.665336434214562,0.731441373994198,0.736339713246056,0,0.731352587039942,0.732375913131509,0.734792158269892,0.699805208516747,0,0.664205071246005,0.700209123356346,0.767502158109496,0.699287876723709,0.669019982224266,0.699113450389694,0,0,0,0.731359899434703,0.698845318591391,0.732713789909957,0,0.735107302447368,0,0.668308296100501,0,0,0.732971863433158,0.7312214258251,0.698605827281716,0.699841497882275,0.728668515589339,0,0.695958237646004,0,0.735320406291105,0.703189760961627,0.697259188163248,0.695649747897336,0.695453907453068,0.734951729654563,0.698021747631427,0.731432142467869,0.731948334555992,0.733364708738972,0.700849137100783,0,0,0.736195272315277,0,0.702703257070416,0.662344984256921,0,0.734092543197791,0.69822785660114,0,0.698831708836403,0,0.731359899434703,0.732820875189968,0.663402179450408,0,0,0.735376396064984,0,0,0.736723741034359,0.696189712374008,0.735140513918434,0.697610527550994,0.733033914726078,0.734484013380331,0,0,0.735981656264571,0.734758057659523,0,0.736706266348324,0,0.734542329933881,0.737945406309695,0.66452368919389,0.738226663873059,0.698172275760345,0.664860745706918,0,0.731432142467869,0.806164935207288,0,0.767325964088961,0,0.734798727159517,0.696424516449736,0.737597667182036,0,0.731441082523922,0.736439171944644,0.736288718162585,0,0.734498833871714,0,0,0.736852413857766,0.700659875471365,0.738273512771102,0.7313380462422,0.737492798724157,0.737143589947683,0.734653171953832,0.739440602251575,0,0,0.69798046637179,0.735604817071151,0.731359899434703,0.734291547734907,0.73356312816868,0.734982324711182,0.735997505973058,0.740020965443403,0,0.731345302715874,0.696832017383246,0,0.700920809480111,0.735555887228639,0,0.735981656264571,0.69883219282633,0.700103351650794,0.731359899434703,0,0,0.732699812656044,0.73723893986659,0.735320406291105,0.701332419100319,0.700426292889493,0.696861641849913,0.735293062252545,0,0.736248153026242,0,0.736272050665938,0.736241361053755,0.768126903469775,0.768126903469775,0.768126903469775,0.768126903469775,0.768126903469775,0,0,0,0.73053855151495,0.736401580605872,0.666064946480397,0.737588855104101
"Extracellular matrix organization",0.821387009833348,0.78582474184527,0.799498471194212,0,0.797974427804058,0,0.784862883744979,0.785599172580132,0,0.785673376247184,0.775218364509288,0,0.786592819636286,0,0,0.787600257309063,0,0.798460410079636,0.787101360672759,0.798583473172064,0,0,0.786485456933864,0.787932618645919,0.784673300333948,0.787459592604916,0.785468854366661,0.798456295958017,0,0.809071559666394,0.785501779651371,0,0.811079197401981,0,0.798542818251126,0,0.797045958650877,0.810673983732771,0,0.810490345582951,0.798357701541512,0.799612159993016,0.811850239687239,0.799108629449387,0,0.799108629449387,0,0,0,0,0.809427627982607,0.787245338969958,0,0.785834457138271,0.786879168124849,0.798008584464327,0.809879221042251,0.799411550269159,0.798322109781775,0.786017023145052,0.798853691054172,0.79871004371302,0.798339742530482,0.810802878958396,0.796740879980137,0.787932618645919,0.798249049653137,0.784315055224474,0.799137174053188,0.810218146120109,0.809988475514908,0.798223725657724,0.799166508062428,0.799943339521587,0.774459604256632,0.797903409097566,0.798331757487369,0.785460226119589,0.784024797541873,0.811009409526089,0.785301490876469,0.787259766484269,0,0.798290484644672,0,0.820490737787485,0.786151732715499,0.787400431188416,0.786232606955588,0.784759783426009,0.785010651312961,0.774855651336008,0.784027315288515,0.784460671156333,0.784605558910272,0,0.798174401057944,0.773828220227138,0.775482852526213,0,0,0.798091388938552,0.796799460590007,0,0.811271320151345,0.798451532517023,0,0.798328632453082,0,0.810397766603551,0,0.78614557930474,0.784700948581001,0.78589582838048,0.79805174223473,0.821844055543127,0.797703617659528,0.785861608171919,0.798082394452059,0.799511382657463,0,0,0.798426280627838,0,0,0,0,0.784123019566512,0.798916491884717,0.786577095993803,0.798265485303131,0.786372298050063,0.784027315288515,0.784091137923639,0.786662189605175,0.787495237024843,0,0.798224087910001,0,0,0.7992389502126,0.772626614762742,0.79797918551209,0.785715132303995,0.810685012487426,0.796361812210325,0,0,0.823337292164136,0.784901068216025,0,0.798414514883275,0,0.808062821317342,0.797428202508114,0.739087782375349,0.798722227616023,0,0.799612159993016,0,0.797703617659528,0.785402083156859,0.786249870664469,0.809859353815717,0.773734678559768,0.786820534271785,0.784779023473913,0.79922734391743,0,0.797706695829792,0.798440671511667,0.772959358349309,0,0.786149398300178,0,0,0.799283253834015,0,0.78645621983107,0.784019790967981,0.798310796134318,0.798349312062574,0.798750748948218,0.7994597583364,0,0,0.799705910828339,0.798997946967613,0.784027315288515,0.798858929755336,0.810397810554776,0.797820940765512,0.79857867751447,0.7872916241483,0.78588408102549,0.784022289460312,0.785073276673158,0,0.787307820196218,0.785670710922554,0,0.773854166073177,0.786135766548442,0.785313026004413,0.784027315288515,0,0,0.785323010379328,0.811494023626424,0.822208721439878,0.822799781500461,0.799961071920404,0.79916089276312,0.798195395062672,0.797882968835065,0.79915495582068,0.797490935312831,0.797199513714154,0.799072860905836,0.785468854366661,0.785468854366661,0.785468854366661,0.785468854366661,0.785468854366661,0,0,0.785667487327897,0.797767135676394,0.785579526385383,0.786757507387729,0.798475222924632
"Binding and Uptake of Ligands by Scavenger Receptors",0.396015785578764,0.340466704999469,0,0,0.465070370117909,0,0.397586746939686,0.466439487100316,0,0.405525713491265,0,0,0.471389247247435,0.471389247247435,0,0.349180085942838,0,0.40375027689611,0,0.468442610442477,0,0,0,0.350781210339301,0.466962690559239,0.527210968514691,0.464127605592976,0.464571154663973,0,0.521416240485911,0.339589640561542,0,0.583786113331643,0,0,0,0.52917736729532,0.526746202590643,0,0.525861540359529,0.465276655285542,0,0.405635234821472,0.525783867314036,0,0.525783867314036,0,0,0,0,0.39448683160587,0,0.346525903863583,0.340513507653443,0.466689044288591,0,0.396662345376242,0.349180085942838,0.463706898485106,0.467374487276491,0.342549976743587,0.469246926083734,0.53476235608526,0.46368531545551,0.472362014685989,0.350781210339301,0.343579831368028,0.585730252275455,0.5929935969981,0.522219233613056,0.464558920453416,0.468284279586265,0,0,0.467482910916932,0.46434402320551,0.528360895424693,0.339389459715828,0.521043352836021,0.583449915771103,0.341202022290781,0.526248322017221,0,0.529677219919272,0,0.39785548317632,0.345508899309317,0.348217439445368,0.469653951209587,0,0,0,0.521055481880908,0.467292870605144,0.396347104944734,0,0.467100111203711,0,0,0,0,0.462377594199667,0.463381440996304,0,0.528304717915926,0,0,0.463738320937125,0,0.522426382660183,0.475193924154953,0.469246926083734,0.464652059868643,0.341871774968298,0.46425429069527,0.468123704589414,0.395817267556645,0.522031517260947,0.463792994898263,0.345241237393935,0,0,0.410480404831904,0.345241237393935,0,0,0,0.33838398516947,0.344023724447683,0,0.458498137529219,0,0.521055481880908,0.584651548426959,0,0,0,0.521973288127347,0,0,0.468123704589414,0,0.465497611034027,0.467161058091945,0.526799332742022,0.517454693931855,0,0,0.464238628968804,0.39805798430377,0,0.344376946999006,0,0.525379581698328,0.466478890087933,0.522219233613056,0,0,0,0,0.395817267556645,0.463805940582217,0,0.396566636587145,0,0.52056448106551,0.465172166954804,0.469573282986103,0,0.395832096397908,0.464019471068438,0,0,0.342190687666462,0,0,0.348039027188222,0.347784629072263,0,0.521019234063132,0.346473896350673,0.465148919953071,0.464158854574904,0.470858843285334,0.471517044253701,0,0.538981880206813,0.535839025491419,0.521055481880908,0.591948682679832,0.463925653816858,0.465930164550589,0.468610636488634,0.471821489782804,0,0.521031270351897,0.536945763637567,0,0,0,0,0,0.469187430223984,0.465223942865717,0.521055481880908,0.468568177596488,0,0.523773839687913,0.403919192183123,0.463141815835457,0,0,0.468442610442477,0.521835062609612,0.400224087229699,0.538286938777917,0.4638640460873,0.467374487276491,0.469632235371713,0.464127605592976,0.464127605592976,0.464127605592976,0.464127605592976,0.464127605592976,0,0,0,0.522244857440063,0,0.343315931477967,0.466520264419463
"Keratinization",0.799857837304151,0,0,0,0.800681612255491,0,0,0,0,0,0,0,0,0,0,-0.0150394500254997,0,0,0,0.822025178501633,0,0,0,0,0,0,0,0.800149546651564,0,0.819809941418188,0,0,0.799397476507501,0,0,0,0,0.799630043009999,0,0.799337002732734,0.820976470481362,0,0,0.804651078708452,0,0.804651078708452,0.801962858353898,0,0,0,0.799351378363794,0.804245180620862,0,0,0.820578387791486,0,0.800072007250215,0.80356407277069,0,0,0.800010667949549,0,0.840157374489911,0.799935820210934,0.799307589191057,0.804990383507942,0.800951525776185,0,0,0.800925519844877,0.820745590668254,0,0,0,0,0.801077531735461,0.821402275262992,0,0,0.799286112618672,0,0,0,0,0,0.79926946471234,0.802139588963411,0.804141146242937,0,0,0.801297809041065,0,0,0,0,0,0.801413399680578,0,0,0,0,0.799418518059694,0,0,0.821256305632138,0,0,0.799797099010033,0,0.800063100077826,0,0,0,0,0.821020434743723,0.801584330846163,0,0.779986891934256,0.800966628022015,0.803155293062279,0,0,0.801293971312294,0,0,0,0,0,0,0,0.80017400542886,0,0,0.778400788139845,0,0,0,0.819994460876074,0,0,0,0,0.840988828159987,0,0.799647642127204,0.819912695788601,0,0,0.800426414361403,0.800504314398941,0,0.801215566646586,0,0.799928503938742,0.802255557253861,0.800925519844877,0,0,0,0,0,0,0,0.800040304155963,0,0.799776470985114,0,0.801930315352723,0,0,0,0,0,0.802144812557389,0,0,0,0,0,0,0,0.801815010790625,0.820788764556332,0.822546352693023,0,0,0,0,0,0,0.8212270009565,0.800817440062065,0.821214906330752,0,0,0,0,0,0,0,0,0.800838354142031,0,0.780022434769977,0,0,0,0,0,0.800454125778488,0,0,0.821159248479177,0.819948674311871,0,0,0,0.821124309819992,0,0,0,0,0,0,0,0,0,0,0,0.802517544371768,0.820522480239533
"DNA methylation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193030157937361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14779233581785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WNT ligand biogenesis and trafficking",0.793744105277119,0,0,0,0.706211088645109,0,0,0.713719515620513,0,0,0,0,0.718603744652976,0,0,0,0,0.643171276727679,0,0.800689815869137,0,0,0.640815469666596,0,0,0.71905267458772,0.795834671521478,0.709372915021153,0,0.710983163835366,0,0,0.791252599248379,0,0,0,0.793260580055889,0.792203149700416,0,0.791005429628834,0.796403515511975,0,0.716808511493608,0,0,0,0,0,0,0,0.791674096184999,0,0,0,0,0,0.794619464956421,0,0.708202822147272,0.713168270603484,0,0.799098561306139,0.795594451334171,0.798219196622672,0.792890208616166,0,0.80008048478771,0.703040816546404,0.711525199259957,0,0.708501980548515,0,0,0,0,0.796127673425774,0.706672208695076,0,0.704259800670643,0.790797430538657,0,0.717749373744407,0,0.717749373744407,0,0.704595689066295,0,0,0.716254374665686,0,0,0,0.704276221853778,0,0.79577864026122,0,0.708959099753846,0,0,0.645666211405167,0,0.794768679659002,0.793002138319032,0,0.79728828388592,0,0,0.796316023277326,0,0.711545012315585,0,0.800487252650743,0,0,0.792391924638621,0.712879314650351,0.793475337140196,0.79366830866921,0.786493935280786,0,0,0,0,0,0,0,0,0,0.641140574454489,0,0.795803338492771,0,0.704276221853778,0.701580388820207,0,0,0,0.711737335447436,0,0,0,0,0,0.712879314650351,0.792275081163606,0.791806687948214,0,0,0,0.79683061620159,0,0.801159677904604,0,0.788618292163443,0.797526711817728,0,0,0,0,0,0.793475337140196,0.795399178034628,0,0.794489887436666,0,0.710373496165507,0.710186609173202,0.711004158747839,0,0.793495413504027,0,0,0.637909640087302,0,0,0,0,0,0,0.704227146921703,0,0.795726101517994,0.79466084455332,0,0.641672179523983,0,0.713390513582285,0.710076350533817,0.704276221853778,0.707866355163246,0.795561254518647,0.79728828388592,0,0,0,0.704243442524855,0.710633870880361,0,0,0,0,0,0.716926065467765,0.710256707167153,0.704276221853778,0,0,0.707956532364033,0.717019607882017,0.795803338492771,0,0,0,0.711550195688131,0,0.804290479641494,0,0,0.713892958457792,0.795834671521478,0.795834671521478,0.795834671521478,0.795834671521478,0.795834671521478,0,0,0,0.792653843277004,0,0,0.712011761570449
"Class B/2 (Secretin family receptors)",0.874115643376152,0.842510349310454,0.769017693464537,0,0.842048649853638,0,0.840131106630686,0.840941549984384,0,0,0,0,0.843902954418476,0,0,0,0,0,0,0.842006480574516,0,0,0,0,0,0.806922838596228,0.8750085189317,0.841749972985484,0,0.842205073554977,0.765097654970078,0,0.840088505332119,0,0,0,0.873901967812262,0.84050856491728,0,0.839979278128421,0.842748012916351,0,0.805391616149282,0,0.846025510236801,0,0,0,0,0,0.873200881662398,0.808841393581144,0.769953836572196,0.842538350987886,0.803752987638419,0,0.874502475261789,0.844547452015521,0.839306662676493,0.841500953588863,0.803295656877613,0.841281828684342,0.874357389182546,0.842538350987886,0.840313730624201,0,0.844372909506852,0.83894967914117,0.803056857441434,0.841693775885485,0.84306102231691,0.841281828684342,0,0.842729598847973,0,0.875168970577861,0.841676480113541,0.764977888268965,0.837564194444319,0.839887360848968,0.839684660808889,0.806346894404724,0,0.805807394402732,0,0.840758841315964,0.803072124448888,0,0.842864739792271,0,0,0,0.837571451161057,0,0.839389438107076,0,0.842687084555837,0,0,0,0.804908808995015,0.84043758218424,0.873787759325443,0,0.839974150311078,0.803558537755361,0,0.841121371789538,0,0.803889897332003,0,0.841196861635998,0,0.804727665060753,0.841560395645567,0.842883714560773,0.873996871529946,0.874212470963953,0.836172407712984,0,0,0,0.843350992152173,0,0,0,0,0.837998650299603,0,0,0.842482787531238,0,0.837571451161057,0.798662127062975,0,0,0,0.842538350987886,0,0,0,0,0,0.841373260505826,0.840540352289032,0.839834909914245,0,0,0.842563058424895,0.838204350935939,0,0.843531448852369,0,0.840468726625508,0.844511856088116,0.841693775885485,0,0,0,0,0.873996871529946,0.874847039773304,0.806250368494774,0.874445213409903,0,0.84097335812296,0.842109554138936,0.802486512577207,0.805109373733869,0.874005743514641,0.840327411350261,0,0,0,0,0,0.767821444039093,0.808265281397942,0.846731777441421,0.838734248938984,0.840131106630686,0.84371614491474,0.839974150311078,0.846571611503368,0,0,0.804307051482247,0.802416593904071,0.837571451161057,0.802568827519994,0.841363774661921,0.843139002616399,0.80490266186355,0.847147555694872,0,0.837556965584536,0.84124408709415,0,0,0.765828522215969,0,0,0.842585623779717,0.841724753025306,0.837571451161057,0,0,0.839197824282954,0.84471335953502,0.842482787531238,0,0.844624583040023,0.844642180181272,0.842455651695606,0,0.878776212029775,0,0,0.802056568669726,0.875039489540735,0.875039489540735,0.875039489540735,0.875039489540735,0.875039489540735,0,0,0.806309823114272,0.839503010756283,0,0,0.842173685981504
